Topic,Words,Frequency,Class
1,"knowledgeable, supporting, helpful, polite, thanks",1,Donald Jordan
20,"service, good, customer, sapoot, maners",1,Donald Jordan
0,"displaying, buck, wanting, shut, pass",1,Alexander Mata
13,"people, great, excellent, service, awesome",1,Alexander Mata
-1,"representative, working, company, dont, bad",1,Marcus Lynch
0,"vendors, class, mistake, defective, 8th",2,Marcus Lynch
19,"plz, proper, provide, care, customer",1,Marcus Lynch
37,"badly, talking, style, language, wass",1,Marcus Lynch
0,"custmer, department, unhappy, resolve, return",1,Jeffrey Miller
2,"earliersenior, including, staffhe, senior, believe",1,Jeffrey Miller
33,"worst, service, customer, seen, script",1,Jeffrey Miller
-1,"wellwe, concerns, application, addressed, raise",1,Dana Taylor
-1,"right, way, talk, good, talking",1,Miss Donna Robertson
11,"satisfied, service, care, happy, customer",1,Miss Donna Robertson
55,"osm, behaviour, executive, good, personi",2,Miss Donna Robertson
-1,"behaviour, excellent, thank, service, executive",1,Christopher Harris
1,"good, executive, helpful, polite, nice",1,Melissa Robinson
26,"gee, marrul, hey, love, talk",1,Melissa Robinson
-1,"good, talking, support, person, talk",2,Kayla Martin
0,"season, hiding, reviews, succeed, youmy",4,Kayla Martin
0,"productservices, sound, required, amazing, policies",1,Tina Harrington
3,"blaming, initiate, refused, kept, raise",1,Tina Harrington
8,"communicate, easy, service, customer, reach",1,Tina Harrington
43,"talk, nice, executive, customer, conversation",1,Tina Harrington
46,"staff, best, support, supportive, supporting",1,Tina Harrington
20,"nice, service, customer, good, maners",1,Dalton Oneal
21,"experience, bad, service, executive, customer",1,Dalton Oneal
28,"ka, ki, aap, application, 24",1,Dalton Oneal
40,"service, good, customer, , ",1,Dalton Oneal
-1,"appointed, fool, type, executive, customer",1,Danielle Morris
0,"egc, clarity, happen, card, explained",2,Lindsey Colon
-1,"respectfully, costumer, supportive, thanks, talk",1,Ms. Karen Moore
0,"maintained, confirmation, log, scratch, history",2,Ms. Karen Moore
9,"blacklisted, company, warranty, provided, resolve",1,Ms. Karen Moore
-1,"customar, farman, employee, helpfull, solve",2,Craig Gonzales
0,"bad, support, shopzilla, service, executive",1,Craig Gonzales
1,"commitment, wrong, executive, helpful, polite",1,Craig Gonzales
2,"complain, manika, fee, named, written",1,Craig Gonzales
9,"prepaid, facing, going, proper, solution",1,Craig Gonzales
23,"customersthank, firstly, flexible, plz, policies",1,Craig Gonzales
0,"outotherwise, threw, kindly, arrogant, goto",1,Samantha Harmon
23,"solve, problem, care, customer, knowledge",1,Roger Turner
11,"servicethanks, happy, im, satisfied, customer",1,Michael Perez
45,"best, service, support, customer, bast",1,Michael Perez
-1,"manner, poor, solved, helpful, service",2,Kimberly Rogers
0,"delevered, need, 20, unable, cancel",1,Kimberly Rogers
10,"bad, service, customer, poor, provided",1,Kimberly Rogers
29,"love, person, nice, thanx, lovely",1,Kimberly Rogers
38,"person, good, mindblowing, tolking, thish",1,Kimberly Rogers
0,"neeraj, wednesday, shine, needed, trying",2,Paula Peters
0,"booking, showing, horn, carefullyshopzilla, selleron",2,Pamela Perez
-1,"watch, charge, warranty, getting, help",1,Nicholas Wright
0,"reseller, reception, location, beneficial, awayi",4,Nicholas Wright
2,"rude, disconnected, executive, customer, senior",1,Nicholas Wright
6,"support, service, good, customer, care",1,Nicholas Wright
14,"crush, voice, person, good, way",1,Nicholas Wright
24,"careless, staff, didnt, solve, issue",1,Nicholas Wright
29,"nice, person, thanx, lovely, happing",1,Nicholas Wright
-1,"processso, reply, dealing, wonderful, resolving",1,Mr. Albert Clark DDS
0,"trust, beloved, brock, rakshabandhan, fairly",2,Mr. Albert Clark DDS
0,"new, meansshame, mentioning, ordination, peoplethere",1,Samantha Warner
6,"supporting, helpful, thank, care, nice",1,Samantha Warner
32,"nice, person, helpful, thank, ",1,Samantha Warner
0,"shopping, problemsshopzilla, nvr, fulfilled, commitments",3,Alyssa Jones
-1,"putting, receive, minutes, hold, disconnected",1,Kristin Bowman
0,"ur, behaviour, bad, agent, delivery",1,Kristin Bowman
15,"overall, support, executives, excellent, executive",2,Jamie Burnett
1,"good, executive, helpful, polite, nice",1,Sharon Smith
-1,"guy, quick, thanks, received, query",1,Laura Smith
0,"unfair, cancellation, needs, taken, action",1,Laura Smith
-1,"pov, great, understand, resolve, talking",1,Bethany Lee
0,"resolvoed, intentionally, resolveing, leakaging, deliverying",3,Bethany Lee
-1,"behaviour, talking, good, talk, customer",1,Daniel Jones
15,"services, support, executive, good, customer",1,Daniel Jones
0,"notification, cancelled, day, did, delivered",1,Matthew Calderon
18,"person, good, excellent, attend, best",1,Matthew Calderon
-1,"super, support, person, talk, talking",1,William Melton
0,"picked, things, instead, enter, consultants",2,William Melton
20,"nice, service, good, customer, maners",1,William Melton
46,"staff, mevery, behaviour, help, nice",1,William Melton
56,"nice, care, service, customer, services",1,William Melton
0,"frame, closure, responding, seller, time",1,Paula Wilkins
1,"helpful, executive, polite, good, nice",1,Paula Wilkins
34,"solving, talking, problem, nice, solve",1,Paula Wilkins
-1,"skils, mam, communication, excellent, service",1,Jeffrey Byrd
0,"responsible, enterprises, unless, untill, confidence",1,Jeffrey Byrd
21,"experience, worst, care, executive, customer",1,Jeffrey Byrd
0,"installation, tendency, lifetime, serviceno, shopzillavery",4,Matthew Lambert
8,"difficult, reach, care, customer, easy",1,Matthew Lambert
13,"excellent, service, customer, awesome, amazing",1,Matthew Lambert
2,"mor, wonu2019t, happens, listening, listen",1,Anthony Taylor
51,"service, good, customer, ko, 5rating",1,Anthony Taylor
0,"consultant, goodi, exchangejust, goodt, supportbut",2,Michael Scott
20,"service, good, customer, sapoot, maners",1,Michael Scott
21,"skills, communication, behaviour, bad, executive",1,Michael Scott
0,"dispatched, powers, employees, delayed, partner",1,Steven Fox
-1,"helpful, talking, nice, talk, customer",1,Michael Ellison
7,"muchh, person, good, thank, thise",1,Mr. Jonathan Hernandez MD
0,"used, open, 36, philips, liters",2,Cole Carlson
12,"behaved, thanx, professional, provided, resolution",1,Cole Carlson
34,"easy, solution, way, talking, good",1,Cole Carlson
0,"book, issuesvery, sameyou, timeswhile, responsivealso",2,Mrs. Jennifer Stone
1,"fully, communication, satisfied, good, executive",1,Mrs. Jennifer Stone
18,"person, good, excellent, attend, best",1,Mrs. Jennifer Stone
-1,"quicklyi, caught, himit, mukeshhe, afternoon",1,Angela Reid
4,"experience, nice, care, good, customer",1,Angela Reid
28,"hai, ka, dono, jaise, haram",1,Angela Reid
6,"carethanks, support, good, customer, care",1,Chad Daniel
-1,"talking, nice, talk, customer, support",1,Edward Taylor
0,"save, brother, thankyou, man, thanks",3,Edward Taylor
1,"provided, excellent, executive, service, helpful",1,Edward Taylor
18,"excellent, person, good, attend, best",1,Edward Taylor
22,"polite, resolved, issue, executive, customer",1,Edward Taylor
0,"returned, grade, boxplease, accidentally, accessories",2,Joseph Brown
14,"girl, appreciate, manner, way, really",1,Joseph Brown
37,"language, awesome, talking, style, wass",1,Joseph Brown
12,"service, good, executive, customer, nice",1,Ronald Garcia
0,"shud, tu, wat, cmng, responsibilitynot",3,Jasmine Reed
5,"delightful, quick, understanding, resolution, excellent",1,Jasmine Reed
56,"nice, care, service, customer, services",1,Jenna Moore
-1,"talked, nice, talk, person, care",1,James Cunningham
9,"boy, got, problem, understand, solve",1,James Cunningham
19,"solving, thank, problem, care, customer",1,James Cunningham
45,"best, service, customer, bast, wonder",1,James Cunningham
0,"letter, clear, wrong, support, shopzilla",1,Deborah Smith
0,"execute, computer, matched, asked, gave",1,Michael Torres
47,"talk, nice, nicely, good, ",1,Michael Torres
1,"anytime, supporting, happy, executive, helpful",1,Alyssa Mcpherson
26,"talk, nice, love, resolutionthank, aarjavplease",1,Alexander Saunders
-1,"problembut, feom, solution, consuming, genuine",2,Michael Gomez
0,"complicate, sufferer, middleman, ultimately, probably",1,Michael Gomez
26,"talk, good, nice, love, resolutionthank",1,Michael Gomez
34,"resolve, talking, time, issue, problem",1,Michael Gomez
40,"service, good, customer, , ",1,Michael Gomez
0,"created, thing, guidelines, levels, committing",2,Donna Jenkins
-1,"representativeproblem, thakur, meaning, discussion, efficient",3,Christopher Murphy
0,"exceed, limit, fast, quick, given",1,Christopher Murphy
29,"nice, person, thanx, lovely, happing",1,Christopher Murphy
31,"efficient, highly, query, solved, thanks",1,Christopher Murphy
-1,"extremely, way, talking, good, talk",1,Jeffrey Parker
5,"seconds, 100, perfect, superb, query",1,Jeffrey Parker
54,"communication, care, good, agent, customer",1,Jeffrey Parker
0,"executiveexcellent, replacements, issueshappy, cancelled, worried",4,Tyler Miller
2,"yetand, annoyed, installation, responding, came",1,Joshua Day
3,"agentissue, able, agent, understand, resolved",2,Joshua Day
-1,"supported, person, good, talk, talking",1,Michael Rodriguez
0,"logistic, 24hr, apologise, helplessly, returnedreplaced",5,Michael Rodriguez
11,"satisfied, service, customer, happy, unhappy",1,Michael Rodriguez
0,"buyers, buyer, rs, 2999, 2999i",2,Kristen Olson
0,"executiveits, rear, replacementplz, camera, edge",1,Laura Gonzales
2,"suggesting, helpless, high, receiving, useless",1,Adrian Johnson
-1,"ashish, hung, department, escalation, talks",2,Mikayla Wright
0,"redressal, returnable, case, 4th, colour",2,Mikayla Wright
2,"thankful, supporter, raise, calls, disconnected",1,Mikayla Wright
7,"person, good, muchh, thise, toking",1,Mikayla Wright
15,"performance, support, nice, executive, customer",1,Mikayla Wright
37,"fast, come, boy, pick, talking",1,Mikayla Wright
-1,"supportive, service, customer, talk, talking",3,Stacey Clark
48,"zeal, loving, opportunities, timeplease, importantly",1,Stacey Clark
0,"facing, customersit, 05, period, 24hrs",5,Melissa Russell
0,"defecting, numbervery, timeand, clip, airh",2,Natalie Gonzales
1,"executivehe, query, solve, talk, nice",1,Natalie Gonzales
20,"humble, service, good, customer, maners",1,Natalie Gonzales
0,"having, reason, transparency, consequences, bear",3,Kristin Campbell
1,"good, executive, helpful, polite, nice",1,Kristin Campbell
2,"taking, connect, time, service, customer",1,Kristin Campbell
0,"1520, returning, zero, picked, facing",1,Gregory Mills
49,"feedback, response, good, service, customer",1,Gregory Mills
-1,"respectively, talk, nice, talking, customer",1,Shelly Huber
0,"supporting, thank, talk, nice, shopzilla",1,Shelly Huber
1,"mannered, helpful, polite, executive, good",2,Shelly Huber
4,"behaviour, care, good, customer, experience",1,Shelly Huber
29,"nice, person, thanx, lovely, happing",1,Shelly Huber
0,"thank, shopzilla, care, customer, product",1,Robert Lopez
11,"happy, service, customer, satisfied, unhappy",1,Robert Lopez
0,"deliveredu2026thank, affected, appreciableu2026politely, monitor, duplicate",2,Steven Murillo
26,"talk, good, nice, love, resolutionthank",1,Steven Murillo
4,"really, care, good, service, customer",1,Benjamin Taylor
1,"fruitfulfrom, changegood, pleasent, required, end",1,Joseph Harper
3,"helpful, agent, support, agents, knowledgeable",1,Joseph Harper
4,"ji, sir, services, care, good",1,Joseph Harper
39,"im, happy, support, executive, customer",1,Joseph Harper
6,"candid, adequate, skills, support, conversation",1,Bobby Rodriguez
0,"inarrogance, thanksful, supports, resolved, delivery",2,Elizabeth Rivera
0,"installed, tv, purchased, aug, 10",1,William Townsend
0,"ta, wastesimiliary, costumers, serviceif, necessary",1,Mrs. Heather Williams
30,"sensable, easly, solve, problem, person",1,Mrs. Heather Williams
-1,"requesting, assistant, felt, correct, replacement",1,Herbert Rodriguez
0,"prices, resend, fresh, match, non",1,Herbert Rodriguez
0,"parcels, libas, kurtas, total, parcel",1,Sydney Taylor
53,"helpful, person, gd, helpfulappreciating, qualified",1,Sydney Taylor
-1,"hackers, problemin, 55, referred, machine",4,Matthew Reynolds
0,"fellows, bull, earn, lg, behave",1,Matthew Reynolds
1,"talked, helpful, executive, polite, good",1,Matthew Reynolds
38,"sallary, increase, person, good, mindblowing",1,Matthew Reynolds
0,"information, thank, shopzilla, service, good",1,Ernest Harrington
1,"gave, number, wrong, executive, helpful",1,Ernest Harrington
12,"helpful, service, customer, nice, good",1,Ernest Harrington
6,"allowed, grateful, support, thanks, care",1,Christopher Meyers
13,"awesome, service, excellent, customer, amazing",1,Christopher Meyers
0,"price, reason, force, increasing, profit",2,Joshua Ortiz
3,"escape, situation, disconnected, resolving, agent",1,Joshua Ortiz
-1,"issuethank, solve, support, executive, customer",1,Amy Mendez
0,"scheduling, technician, request, bank, share",2,Amy Mendez
33,"worst, script, notes, sympathize, stain",1,Amy Mendez
0,"duty, rural, faster, areas, specially",2,Joanna Wright
4,"active, care, customer, good, experience",1,Joanna Wright
26,"talk, nice, love, resolutionthank, aarjavplease",1,Joanna Wright
39,"refunds, helps, happy, just, return",1,Joanna Wright
-1,"easythe, communicate, happy, support, care",1,Jaime Henderson
0,"ready, lakhs, worth, disappointing, options",2,Jaime Henderson
0,"taken, proper, fake, action, products",1,Alexis Parrish DVM
-1,"labelled, ecen, resolvedhighly, alland, callousdidint",1,Christopher Obrien
0,"sensitive, sharp, confirm, fantastic, refund",2,Christopher Obrien
3,"hope, resolution, communication, agent, good",1,Christopher Obrien
12,"si, nice, service, customer, good",1,Christopher Obrien
29,"nice, person, thanx, lovely, happing",1,Christopher Obrien
0,"small, face, poor, deal, handle",3,Eric Smith
-1,"email, reachability, nearfuture, prioritise, merely",1,Michael Morton
0,"rd, sandhya, lingering, initiative, step",2,Jessica Powell
0,"getting, complaint, regarding, times, help",1,Amanda Cook
20,"service, good, customer, sapoot, maners",1,Sean Walters
-1,"solving, way, talking, problem, nice",1,Caleb Allen
1,"experienced, options, rating, possible, giving",1,Caleb Allen
37,"skill, talking, good, style, language",1,Caleb Allen
0,"upcustomer, im, satisfied, thank, executive",1,Pamela Johnson
-1,"talker, query, resolved, nice, talk",1,Hannah Harding
0,"respective, convenient, faced, regarding, contact",1,Hannah Harding
9,"interaction, resolved, issue, care, customer",1,Hannah Harding
28,"brass, 24, moon, score, mein",1,Samuel Blankenship
4,"care, good, service, customer, experience",1,Austin Robinson
8,"unresponsive, bit, goes, reaching, difficult",1,Mary Huff
13,"excellent, service, customer, awesome, amazing",1,Mary Huff
39,"proud, support, happy, executive, customer",1,Mary Huff
0,"spending, suppose, did, goodbut, wonderful",3,Gregory Jackson
13,"great, service, excellent, customer, awesome",1,Gregory Jackson
31,"patientlyhope, goodhe, query, listened, soon",1,Gregory Jackson
37,"style, talking, communication, like, good",1,Gregory Jackson
-1,"listens, ticket, raise, mam, soon",1,Ryan Khan
0,"journy, replacement, fair, recommend, unhappy",1,Nicole Chavez
1,"assistant, experience, executive, good, care",1,Nicole Chavez
2,"trouble, facing, disconnected, communication, know",1,Nicole Chavez
3,"hat, delever, agent, agents, knowledgeable",1,Nicole Chavez
23,"sellerand, cares, policy, make, effective",1,Nicole Chavez
35,"supporter, costumer, talking, nice, good",1,Nicole Chavez
-1,"communication, im, satisfied, executive, customer",1,Kimberly Oliver
0,"owner, working, website, receive, oclock",3,Kimberly Oliver
4,"behavior, care, good, customer, experience",1,Kimberly Oliver
10,"lik, service, bad, customer, poor",1,Susan Cook
